UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-khmp,randomiser-l5p8,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: id,Spreadsheet: A1,Spreadsheet: A2,Spreadsheet: A3,Spreadsheet: A4,Spreadsheet: A5,Spreadsheet: A6,Manipulation: Spreadsheet,Store: condition,Store: test_column,Store: answer_column,Store: vignette,Store: correct_answer,Event Index,template_id,participant_id,counterbalance,reaction_time_ms,human_correct,human_response,valid_trial,item_instance_id
1740000000000.0,14/02/2025 11:06,1740000000000.0,0.0,14/02/2025 11:06,208360.0,38.0,task-3r2s,,43415577.0,12654344.0,,complete,,67af23623c7d34a7ec8dee06,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1488x708,,,0.0,display_vignettes,41.0,Agree,6.0,Data,Data,1.0,Trial,vignette,34qmcj,2.0,response,4,27911.5,27909.5,27911.5,27911.5,27909.5,27911.5,1.0,27911.5,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,03.1.0.0.b,4.0,4.0,3.0,2.0,1.0,4.0,,6.0,C6,A6," One day, Ed was playing xbox with you and Arun in the second bedroom. Ed showed you the vase that they had inherited from their grandparent Tarun. It was the first time either you or Arun had seen the vase. You picked up the vase to look at it more closely. The vase was very fragile, and seemed like it would break if it hit something hard. Then, you accidentally dropped the vase on the concrete floor. 

What happened next?
1. It is likely that neither the vase nor the concrete floor were broken or damaged.
2. It is likely that both the vase and the concrete floor were broken or damaged.
3. It is likely that the concrete floor was broken or damaged.
4. It is likely that the vase was broken or damaged.
",4.0,,03.1.0.0.b,12654344.0,6,27911.5,1.0,4,True,03.1.0.0.b__c6
1740000000000.0,14/02/2025 11:07,1740000000000.0,0.0,14/02/2025 11:07,208360.0,38.0,task-3r2s,,43415577.0,12654344.0,,complete,,67af23623c7d34a7ec8dee06,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1488x708,,,0.0,display_vignettes,41.0,Agree,6.0,Data,Data,2.0,Trial,vignette,34qmcj,2.0,response,2,43764.7,43762.2,43764.7,43764.7,43762.2,43764.7,1.0,43764.7,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,05.1.0.0.a,3.0,1.0,4.0,4.0,1.0,2.0,,6.0,C6,A6," You have just bought your child, Hayley, a gameboy from a shop in Pyongyang as today is their birthday. Hayley is on their way back from the bar, and you want to display the gameboy so that they can see it when they arrive. You look around the room and see a wooden TV cabinet directly in front of the entrance and a metal bar stool with no drawers or shelves tucked away in the corner of the room.  

Where should you place the gift?
1. Inside the metal bar stool
2. On top of the wooden TV cabinet
3. Inside the wooden TV cabinet
4. On top of the metal bar stool
",2.0,,05.1.0.0.a,12654344.0,6,43764.7,1.0,2,True,05.1.0.0.a__c6
1740000000000.0,14/02/2025 11:10,1740000000000.0,0.0,14/02/2025 11:10,208360.0,38.0,task-3r2s,,43415577.0,12654344.0,,complete,,67af23623c7d34a7ec8dee06,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1488x708,,,0.0,display_vignettes,41.0,Agree,6.0,Data,Data,7.0,Trial,vignette,34qmcj,2.0,response,3,26243.3,26227.1,26243.3,26243.3,26227.1,26243.3,1.0,26243.3,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,05.1.0.0.b,3.0,3.0,3.0,4.0,3.0,3.0,,6.0,C6,A6," You are a thief, and have just stolen a bottle of perfume from a shop in Belo Horizonte. You heard that Gizem, your partner, will soon arrive at your place. You want to display the bottle of perfume so that Gizem can see it when they arrive. You look around the room and see a wooden media cabinet directly in front of the entrance and a worktop with no drawers or shelves tucked away in the corner of the room. 

Where should you place the stolen item?
1. Inside the wooden media cabinet
2. On top of the worktop
3. On top of the wooden media cabinet
4. Inside the worktop
",3.0,,05.1.0.0.b,12654344.0,6,26243.3,1.0,3,True,05.1.0.0.b__c6
1740000000000.0,14/02/2025 11:10,1740000000000.0,0.0,14/02/2025 11:10,208360.0,38.0,task-3r2s,,43415577.0,12654344.0,,complete,,67af23623c7d34a7ec8dee06,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1488x708,,,0.0,display_vignettes,41.0,Agree,6.0,Data,Data,8.0,Trial,vignette,34qmcj,2.0,response,4,26410.2,26393.9,26410.2,26410.2,26393.9,26410.2,1.0,26410.2,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,12.1.0.0.a,3.0,4.0,4.0,4.0,3.0,4.0,,6.0,C6,A6," You were walking around your home in Newcastle trying on your new pair of builder's work boots. 'These boots will protect my feet from sharp objects,' you thought. Your assistant Nitin was sitting on a dining table in the sitting room, and you were telling them that later you will be spending some time watching the news with Firat. As you were walking across the marble floor, you stepped on a shot glass that Nitin had left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped on your shot glass.'
2. 'Oww! That really hurt! I've just stepped next to your shot glass.'
3. 'Oops! I've just stepped on your marble floor.'
4. 'Oops! I've just stepped on your shot glass.'
",4.0,,12.1.0.0.a,12654344.0,6,26410.2,1.0,4,True,12.1.0.0.a__c6
1740000000000.0,14/02/2025 11:13,1740000000000.0,0.0,14/02/2025 11:13,208360.0,38.0,task-3r2s,,43415577.0,12654344.0,,complete,,67af23623c7d34a7ec8dee06,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1488x708,,,0.0,display_vignettes,41.0,Agree,6.0,Data,Data,13.0,Trial,vignette,34qmcj,2.0,response,4,34564.9,34553.8,34564.9,34564.9,34553.8,34564.9,1.0,34564.9,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,01.1.0.0.b,2.0,3.0,3.0,1.0,3.0,4.0,,6.0,C6,A6," You went into the centre of Jakarta to do some shopping. You went down a side street that you had never been down before, and found a shop that you didn't recognise. There were no windows and the opaque plastic door was shut. Earlier that day, you had ordered some sweets. The sign on the shop was written in your language. You read the sign which said: 'Carpets'. Going inside, the shop was filled with pets, and did not contain any carpets. 

Before going inside, what would you have believed was inside the shop?
1. Both pets and carpets.
2. Pets.
3. Sweets.
4. Carpets.
",4.0,,01.1.0.0.b,12654344.0,6,34564.9,1.0,4,True,01.1.0.0.b__c6
1740000000000.0,14/02/2025 11:18,1740000000000.0,0.0,14/02/2025 11:18,208360.0,38.0,task-3r2s,,43415577.0,12654344.0,,complete,,67af23623c7d34a7ec8dee06,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1488x708,,,0.0,display_vignettes,41.0,Agree,6.0,Data,Data,21.0,Trial,vignette,34qmcj,2.0,response,4,19631.4,19616.7,19631.4,19631.4,19616.7,19631.4,1.0,19631.4,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,12.1.0.0.b,4.0,4.0,4.0,1.0,4.0,4.0,,6.0,C6,A6," You were walking on a sandy beach near your home in Mexico wearing a pair of thick-soled hiking boots. 'These boots will protect my feet from sharp objects,' you thought. Your schoolmate Riccardo was walking beside you, talking about how later that day they will be looking for a job with their friend Lucy. As you were walking along the beach, listening to Riccardo, you stepped on a bouquet of roses that had been left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped next to that bouquet of roses.'
2. 'Oops! I've just stepped on that patch of sand.'
3. 'Oww! That really hurt! I've just stepped on that bouquet of roses.'
4. 'Oops! I've just stepped on that bouquet of roses.'
",4.0,,12.1.0.0.b,12654344.0,6,19631.4,1.0,4,True,12.1.0.0.b__c6
1740000000000.0,14/02/2025 11:19,1740000000000.0,0.0,14/02/2025 11:19,208360.0,38.0,task-3r2s,,43415577.0,12654344.0,,complete,,67af23623c7d34a7ec8dee06,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1488x708,,,0.0,display_vignettes,41.0,Agree,6.0,Data,Data,23.0,Trial,vignette,34qmcj,2.0,response,4,20657.7,20648.7,20657.7,20657.7,20648.7,20657.7,1.0,20657.7,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,01.1.0.0.a,1.0,4.0,3.0,2.0,2.0,4.0,,6.0,C6,A6," You went into the kitchen in your home in Athens and found a box that you had not ordered and had never seen before. The box was made of opaque plastic and was tightly sealed with an opaque plastic lid. Earlier that day, you had eaten some blueberries. The label on the box was written in your language. You read the label which said: 'Pancakes'. The box was filled with muffins and did not contain any pancakes. 

Before opening it, what would you have believed was inside the box?
1. Muffins.
2. Both muffins and pancakes.
3. Blueberries.
4. Pancakes.
",4.0,,01.1.0.0.a,12654344.0,6,20657.7,1.0,4,True,01.1.0.0.a__c6
1740000000000.0,14/02/2025 11:20,1740000000000.0,0.0,14/02/2025 11:20,208360.0,38.0,task-3r2s,,43415577.0,12654344.0,,complete,,67af23623c7d34a7ec8dee06,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1488x708,,,0.0,display_vignettes,41.0,Agree,6.0,Data,Data,24.0,Trial,vignette,34qmcj,2.0,response,1,23816.7,23812.6,23816.7,23816.7,23812.6,23816.7,1.0,23816.7,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,03.1.0.0.a,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,C6,A6," One day, Sachin was discussing religion with you and Alyssa in the office. Sachin showed you the whiskey glass that they had been given for their birthday. It was the first time either you or Alyssa had seen the whiskey glass. You picked up the whiskey glass to look at it more closely. The whiskey glass was very fragile, and seemed like it would break if it hit something hard. Then, you accidentally dropped the whiskey glass on the concrete floor. 

What happened next?
1. It is likely that the whiskey glass was broken or damaged.
2. It is likely that neither the whiskey glass nor the concrete floor were broken or damaged.
3. It is likely that both the whiskey glass and the concrete floor were broken or damaged.
4. It is likely that the concrete floor was broken or damaged.
",1.0,,03.1.0.0.a,12654344.0,6,23816.7,1.0,1,True,03.1.0.0.a__c6
1740000000000.0,14/02/2025 11:08,1740000000000.0,0.0,14/02/2025 11:08,208360.0,38.0,task-3r2s,,43415615.0,12654347.0,,complete,,67af23893f5e6f9b75aa813f,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x746,,,0.0,display_vignettes,41.0,Agree,5.0,Data,Data,1.0,Trial,vignette,34qmcj,2.0,response,1,69141.3,69135.7,69141.3,69141.3,69135.7,69141.3,1.0,69141.3,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,03.1.0.0.b,4.0,4.0,3.0,2.0,1.0,4.0,,5.0,C5,A5," One day, Hasan was writing a shopping list with you and Paul in the second bedroom. Hasan showed you the vase that they had inherited from their grandparent Johannes. It was the first time either you or Paul had seen the vase. You picked up the vase to look at it more closely. 'I must remember to go to order a new bunch of carrots,' you thought. Then, you gently placed the vase on the table. 

What happened next?
1. It is likely that neither the vase nor the table were broken or damaged.
2. It is likely that the vase was broken or damaged.
3. It is likely that both the vase and the table were broken or damaged.
4. It is likely that the table was broken or damaged.
",1.0,,03.1.0.0.b,12654347.0,5,69141.3,1.0,1,True,03.1.0.0.b__c5
1740000000000.0,14/02/2025 11:13,1740000000000.0,0.0,14/02/2025 11:13,208360.0,38.0,task-3r2s,,43415615.0,12654347.0,,complete,,67af23893f5e6f9b75aa813f,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x746,,,0.0,display_vignettes,41.0,Agree,5.0,Data,Data,5.0,Trial,vignette,34qmcj,2.0,response,3,47664.2,47647.5,47664.2,47664.2,47647.5,47664.2,1.0,47664.2,0.0,0.0,,Keyboard Response,response,2.0,object-124,Trial,01.1.0.0.b,2.0,3.0,3.0,1.0,3.0,4.0,,5.0,C5,A5," You went into the centre of Munich to do some shopping. You went down a side street that you had never been down before, and found a shop that you didn't recognise. There were no windows and the opaque plastic door was shut. The sign on the shop was written in your language. You read the sign which said: 'Pizza'. Going inside, the shop was filled with carpets, and did not contain any pizza. 

Before going inside, what would you have believed was inside the shop?
1. Both carpets and pizza.
2. Make up.
3. Pizza.
4. Carpets.
",3.0,,01.1.0.0.b,12654347.0,5,47664.2,1.0,3,True,01.1.0.0.b__c5
